Q5W0Q7	USPL1	SUMO-specific isopeptidase USPL1	10208	Melanoma, Semen, Testis, Cervix carcinoma, Erythroleukemia
Q5W0V3	FAM160B1	Protein FAM160B1	57700	Uterus, Testis, Brain, Liver
Q5XG87	TENT4A	Terminal nucleotidyltransferase 4A	11044	Brain, Cerebellum, Lung
Q5XKK7	FAM219B	Protein FAM219B	57184	Thalamus, Lung, Spleen, Cervix carcinoma, Erythroleukemia
Q63HN8	RNF213	E3 ubiquitin-protein ligase RNF213	57674	Endometrium, Lymph node, Melanoma, Uterus, Eye, Lung, Brain, Spleen, Thyroid, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q63HQ0	AP1AR	AP-1 complex-associated regulatory protein	55435	Endometrium, Fetal brain, Pancreas, Fetal liver, Leukemic T-cell, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
Q658P3	STEAP3	Metalloreductase STEAP3	55240	Placenta, Colon endothelium, Endometrial adenocarcinoma, Kidney, Cervix carcinoma, Erythroleukemia, Liver
Q658Y4	FAM91A1	Protein FAM91A1	157769	Lymph node, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q66LE6	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	55844	Uterus, Testis, Brain
Q68CL5	TPGS2	Tubulin polyglutamylase complex subunit 2	25941	Hippocampus, Liver, Lung, Pancreas, Testis, Uterus
Q68CP9	ARID2	AT-rich interactive domain-containing protein 2	196528	Heart, Liver, Testis, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q68CQ4	DIEXF	Digestive organ expansion factor homolog	27042	Endometrial adenocarcinoma, Fetal kidney, Cervix, Cervix carcinoma, Erythroleukemia
Q68CZ6	HAUS3	HAUS augmin-like complex subunit 3	79441	Cerebellum, Endometrial adenocarcinoma, Lung carcinoma, Rhabdomyosarcoma, Lymphoblast
Q68D06	SLFN13	Schlafen family member 13	146857	Cervix, Stomach
Q68D10	SPTY2D1	Protein SPT2 homolog	144108	Amygdala, Colon endothelium, Salivary gland, Testis, Pancreas, Testis, Prostate, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q68D91	MBLAC2	Metallo-beta-lactamase domain-containing protein 2	153364	Brain, Small intestine, Brain, Fetal kidney
Q68DE3	USF3	Basic helix-loop-helix domain-containing protein USF3	-	Retina, Brain, Ovary, Cervix carcinoma
Q68DW7	STAG1	Cohesin subunit SA-1	-	Fetal kidney
Q68DY1	ZNF626	Zinc finger protein 626	199777	Teratocarcinoma, Testis, Lung, Prostate
Q68DY9	ZNF772	Zinc finger protein 772	400720	Brain, Testis, Endometrial tumor, Fetal kidney
Q69YN4	VIRMA	Protein virilizer homolog	25962	Fetal kidney, Testis, Cervix, Lung, Uterus, Colon carcinoma, Aorta, Brain, Ileal mucosa, Teratocarcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q69YU5	C12orf73	Uncharacterized protein C12orf73	728568	Retinoblastoma, Brain, Lung carcinoma
Q6AI12	ANKRD40	Ankyrin repeat domain-containing protein 40	91369	Skeletal muscle, Ovary, Ovarian carcinoma
Q6AI39	BICRAL	BRD4-interacting chromatin-remodeling complex-associated protein-like	23506	Brain, Amygdala, Cervix carcinoma, Erythroleukemia
Q6AZZ1	TRIM68	E3 ubiquitin-protein ligase TRIM68	55128	Spleen, Teratocarcinoma, Brain
Q6BDS2	UHRF1BP1	UHRF1-binding protein 1	54887	Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6DCA0	AMMECR1L	AMMECR1-like protein	83607	Trachea, Colon, Testis, Cervix carcinoma, Leukemic T-cell, Erythroleukemia
Q6DJT9	PLAG1	Zinc finger protein PLAG1	5324	Tongue, Brain, Brain
Q6DKI1	RPL7L1	60S ribosomal protein L7-like 1	285855	Brain, Eye
Q6DN90	IQSEC1	IQ motif and SEC7 domain-containing protein 1	9922	Brain, Placenta, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q6FI81	CIAPIN1	Anamorsin	57019	Adrenal tumor, Brain, Fetal liver, Testis, Brain, Placenta, Skin, Testis, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6FIF0	ZFAND6	AN1-type zinc finger protein 6	54469	Uterus, Hypothalamus, Kidney, Cervix carcinoma, Liver
Q6GPH4	XAF1	XIAP-associated factor 1	54739	Placenta, Thymus, Testis, Endometrium
Q6GQQ9	OTUD7B	OTU domain-containing protein 7B	56957	Lymphocyte, Brain, Eye, Prostate, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6IA86	ELP2	Elongator complex protein 2	55250	Hematopoietic, Placenta, Testis, Uterus, Liver, Ovary, Uterus
Q6IAA8	LAMTOR1	Ragulator complex protein LAMTOR1	55004	Skin, B-cell lymphoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6IAN0	DHRS7B	Dehydrogenase/reductase SDR family member 7B	25979	Kidney, Lung
Q6IC98	GRAMD4	GRAM domain-containing protein 4	23151	Brain, Embryonic carcinoma, Cervix carcinoma
Q6ICB0	DESI1	Desumoylating isopeptidase 1	27351	Brain, Cervix carcinoma
Q6IE81	JADE1	Protein Jade-1	79960	Hippocampus, Cervix, Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6IN85	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	55671	Brain, Ileal mucosa, Placenta, Eye, Neuroblastoma, Melanoma, Aorta, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q6IPM2	IQCE	IQ domain-containing protein E	23288	Brain, Testis, Brain, Testis, Uterus, Leukemic T-cell, Cervix carcinoma
Q6IPR1	ETFRF1	Electron transfer flavoprotein regulatory factor 1	144363	PNS, Skeletal muscle
Q6IPR3	TYW3	tRNA wybutosine-synthesizing protein 3 homolog	127253	Brain, Uterus, Testis, Heart
Q6IQ16	SPOPL	Speckle-type POZ protein-like	339745	Brain
Q6IQ19	CCSAP	Centriole, cilia and spindle-associated protein	126731	Brain, Thalamus, Brain, Duodenum, Placenta, Lymphoblast
Q6IQ21	ZNF770	Zinc finger protein 770	54989	Placenta, Carcinoma, Synovium
Q6IQ22	RAB12	Ras-related protein Rab-12	201475	Placenta, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6IQ32	ADNP2	Activity-dependent neuroprotector homeobox protein 2	22850	Brain, Teratocarcinoma, Testis, Placenta
Q6IQ49	SDE2	Replication stress response regulator SDE2	163859	Brain, Skeletal muscle, Brain, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6JBY9	RCSD1	CapZ-interacting protein	92241	Blood, Blood, Brain, Lymph, T-cell, Leukemic T-cell, Erythroleukemia, Liver
Q6L8Q7	PDE12	2',5'-phosphodiesterase 12	201626	Placenta, Lymph node, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6MZP7	LIN54	Protein lin-54 homolog	132660	Brain, Uterine endothelium, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6N001	DKFZp686L1432	Uncharacterized protein DKFZp686L1432	29843	Testis
Q6N021	TET2	Methylcytosine dioxygenase TET2	54790	Fetal kidney, Adipose tissue, Placenta, Neuroblastoma, Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Colon carcinoma
Q6N075	MFSD5	Molybdate-anion transporter	84975	Colon endothelium, Testis, Mammary gland, Brain, Ovary
Q6NSM0	NR1D2	NR1D2 protein	-	Testis
Q6NSZ9	ZSCAN25	Zinc finger and SCAN domain-containing protein 25	221785	Spleen, Fetal brain, Lung, Lymph
Q6NT76	HMBOX1	Homeobox-containing protein 1	79618	Pancreas, Caudate nucleus, Colon, Brain, Ovary, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6NUK4	REEP3	Receptor expression-enhancing protein 3	221035	Placenta, Uterus, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6NUQ4	TMEM214	Transmembrane protein 214	54867	Colon mucosa, Stomach, Brain, Amygdala, Stomach
Q6NUS6	TCTN3	Tectonic-3	26123	Teratocarcinoma, Testis, Uterus, Brain, Lung, Testis, Uterus
Q6NVH7	SWSAP1	ATPase SWSAP1	126074	Placenta, Spleen
Q6NXT4	SLC30A6	Zinc transporter 6	55676	Trachea, Seminoma, Uterus, Brain, Eye, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6NYC1	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	23210	Stomach cancer, Brain, Brain, Embryo, Skin, Uterus, Erythroleukemia
Q6NZY4	ZCCHC8	Zinc finger CCHC domain-containing protein 8	55596	Embryo, Testis, Brain, Duodenum, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6P1J9	CDC73	Parafibromin	79577	Eye, Urinary bladder, Embryonic kidney, Ovarian carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6P1L5	FAM117B	Protein FAM117B	150864	Kidney, Skin, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6P1X5	TAF2	Transcription initiation factor TFIID subunit 2	6873	Cervix carcinoma, Cervix carcinoma, Trachea, Duodenum, Uterus, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6P2H3	CEP85	Centrosomal protein of 85 kDa	64793	Hepatoma, Retinoblastoma, Teratocarcinoma, Placenta, Testis, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6P3W7	SCYL2	SCY1-like protein 2	55681	Teratocarcinoma, Trachea, Carcinoma, Leiomyosarcoma, Brain, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6P4E1	CASC4	Protein CASC4	113201	Blood, Kidney, Cervix carcinoma, Cervix carcinoma, Liver
Q6P4F7	ARHGAP11A	Rho GTPase-activating protein 11A	9824	Bone marrow, Testis, Eye, Uterus, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6P995	FAM171B	Protein FAM171B	165215	Amygdala, Brain, Placenta, Pituitary, Brain, Amygdala
Q6P9F7	LRRC8B	Volume-regulated anion channel subunit LRRC8B	23507	Brain, Testis
Q6P9G0	CYB5D1	Cytochrome b5 domain-containing protein 1	124637	Cerebellum, Placenta
Q6PD74	AAGAB	Alpha- and gamma-adaptin-binding protein p34	79719	Fetal kidney, Amygdala, Embryo, Cervix, Uterus, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma
Q6PGP7	TTC37	Tetratricopeptide repeat protein 37	9652	Brain, Lung carcinoma, Melanoma, Liver
Q6PH85	DCUN1D2	DCN1-like protein 2	55208	Colon, Teratocarcinoma
Q6PID8	KLHDC10	Kelch domain-containing protein 10	23008	Bone marrow, Testis
Q6PIU2	NCEH1	Neutral cholesterol ester hydrolase 1	57552	Brain, Brain, Hippocampus, Testis, Tongue, Trachea, Brain, Liver, Liver
Q6PIW4	FIGNL1	Fidgetin-like protein 1	63979	Ovary, Testis, Pancreas, Skin, Cervix carcinoma, Erythroleukemia
Q6PJ69	TRIM65	Tripartite motif-containing protein 65	201292	Brain, Liver, Lymph
Q6PJF5	RHBDF2	Inactive rhomboid protein 2	79651	Liver, Kidney epithelium, Spleen, Synovium, Eye, Uterus, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1	91748	Muscle, Skin, Uterus, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q6PJT7	ZC3H14	Zinc finger CCCH domain-containing protein 14	79882	Embryo, Testis, Thymus, Trachea, Esophageal carcinoma, Testis, Muscle, Skin, Testis, Neuroblastoma, Placenta, Renal cell carcinoma, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6PKG0	LARP1	La-related protein 1	23367	Cervix, Placenta, Brain, Cervix carcinoma, Colon carcinoma, Mammary carcinoma, Brain, Mammary cancer, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Embryonic kidney, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6PML9	SLC30A9	Zinc transporter 9	10463	Lung, Lung, Testis, Cervix, Colon, Muscle, Liver
Q6QNY1	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	282991	Cervix carcinoma, Fetal liver, Pancreas
Q6RI45	BRWD3	Bromodomain and WD repeat-containing protein 3	254065	Lymph, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6RW13	AGTRAP	Type-1 angiotensin II receptor-associated protein	57085	Fetal brain, Kidney, Pancreas islet cell, Colon, Eye, Cervix carcinoma, Erythroleukemia
Q6SZW1	SARM1	Sterile alpha and TIR motif-containing protein 1	23098	Brain, Brain
Q6TFL4	KLHL24	Kelch-like protein 24	54800	Colon, Colon endothelium, Rectum tumor
Q6UB98	ANKRD12	Ankyrin repeat domain-containing protein 12	23253	Testis, Brain, Platelet, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6UB99	ANKRD11	Ankyrin repeat domain-containing protein 11	29123	Pancreas, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6UVJ0	SASS6	Spindle assembly abnormal protein 6 homolog	163786	Amygdala, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6UWV2	MPZL3	Myelin protein zero-like protein 3	196264	Tongue, Trachea, Colon
Q6UWZ7	ABRAXAS1	BRCA1-A complex subunit Abraxas 1	84142	Testis, Placenta, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6UXM1	LRIG3	Leucine-rich repeats and immunoglobulin-like domains protein 3	121227	
Q6UXN9	WDR82	WD repeat-containing protein 82	80335	Brain, Hepatoma
Q6V1X1	DPP8	Dipeptidyl peptidase 8	54878	Placenta, Testis, Testis, Hepatoma, Placenta, Testis, Aorta
Q6V9R5	ZNF562	Zinc finger protein 562	54811	Colon
Q6VMQ6	ATF7IP	Activating transcription factor 7-interacting protein 1	55729	Brain, PNS, Embryo, Teratocarcinoma, Colon, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q6W2J9	BCOR	BCL-6 corepressor	54880	Frontal cortex, Brain, Liver, Lymph, Uterus, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6WKZ4	RAB11FIP1	Rab11 family-interacting protein 1	80223	Cervix carcinoma, Gastric antrum, Placenta, Small intestine, Lung, Spleen, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6XUX3	DSTYK	Dual serine/threonine and tyrosine protein kinase	25778	Brain, Dendritic cell, Brain, Eye, Muscle, Placenta, Skin, Brain
Q6Y1H2	HACD2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	201562	Brain, Testis, Liver
Q6YI46	TMEM64	Transmembrane protein 64	169200	Testis, Melanoma
Q6ZMG9	CERS6	Ceramide synthase 6	253782	Colon mucosa, Duodenum, Liver
Q6ZMT4	KDM7A	Lysine-specific demethylase 7A	80853	Trachea, Fetal kidney, Erythroleukemia
Q6ZMY9	ZNF517	Zinc finger protein 517	340385	Esophageal carcinoma
Q6ZN04	MEX3B	RNA-binding protein MEX3B	84206	Brain, Brain, Brain, Testis, Testis, Leukemic T-cell, Erythroleukemia
Q6ZN17	LIN28B	Protein lin-28 homolog B	389421	Teratocarcinoma, Erythroleukemia
Q6ZN18	AEBP2	Zinc finger protein AEBP2	121536	Teratocarcinoma, Uterus, Eye, Uterus, Brain, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q6ZN30	BNC2	Zinc finger protein basonuclin-2	54796	Colon, Kidney epithelium, Teratocarcinoma, Tongue, Cervix carcinoma
Q6ZNA4	RNF111	E3 ubiquitin-protein ligase Arkadia	54778	Thymus, Tongue, Amygdala, Endometrium, Brain, Colon, Placenta
Q6ZNA5	FRRS1	Ferric-chelate reductase 1	391059	Teratocarcinoma
Q6ZNE5	ATG14	Beclin 1-associated autophagy-related key regulator	22863	Brain, Hippocampus, Trachea, Cervix carcinoma
Q6ZNG0	ZNF620	Zinc finger protein 620	253639	Amygdala, Thymus
Q6ZR52	ZNF493	Zinc finger protein 493	284443	Brain, Kidney, Thalamus, Trachea, Brain, Uterus
Q6ZRP7	QSOX2	Sulfhydryl oxidase 2	169714	Testis, Melanoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver
Q6ZRQ5	MMS22L	Protein MMS22-like	253714	Testis, Fetal kidney, Uterine endothelium
Q6ZS86	GK5	Putative glycerol kinase 5	256356	Amygdala, Kidney, Trachea, Blood
Q6ZSC3	RBM43	RNA-binding protein 43	375287	Tongue
Q6ZSS3	ZNF621	Zinc finger protein 621	285268	Corpus callosum, Hepatoma, Fetal kidney, Liver
Q6ZSS7	MFSD6	Major facilitator superfamily domain-containing protein 6	54842	Brain, Colon, Corpus callosum, PNS, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
Q6ZSZ5	ARHGEF18	Rho guanine nucleotide exchange factor 18	23370	Brain, Brain, Lymph, Cervix carcinoma
Q6ZSZ6	TSHZ1	Teashirt homolog 1	10194	Brain, Brain, Colon carcinoma, Kidney, Erythroleukemia
Q6ZT12	UBR3	E3 ubiquitin-protein ligase UBR3	130507	Brain, Brain, Testis, Tongue, Trachea, Testis
Q6ZT21	TMPPE	Transmembrane protein with metallophosphoesterase domain	643853	Brain, Testis
Q6ZU35	KIAA1211	Uncharacterized protein KIAA1211	57482	Brain, Testis, Testis, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver
Q6ZU65	UBN2	Ubinuclein-2	254048	Testis, Eye, Uterus, Brain, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q6ZUX7	LHFPL2	LHFPL tetraspan subfamily member 2 protein	10184	Brain
Q6ZVD8	PHLPP2	PH domain leucine-rich repeat-containing protein phosphatase 2	23035	Brain, Retina, Amygdala, Placenta, Erythroleukemia
Q6ZVF9	GPRIN3	G protein-regulated inducer of neurite outgrowth 3	285513	Brain
Q6ZXV5	TMTC3	Protein O-mannosyl-transferase TMTC3	160418	Tooth, Amygdala, Endometrial tumor, Uterine endothelium, Uterus, Colon, Teratocarcinoma, Cervix carcinoma
Q709C8	VPS13C	Vacuolar protein sorting-associated protein 13C	54832	Lymphoblast, Brain, Colon, Leukemic T-cell, Erythroleukemia, Liver, Colon carcinoma
Q70CQ1	USP49	Ubiquitin carboxyl-terminal hydrolase 49	25862	Eye
Q70CQ4	USP31	Ubiquitin carboxyl-terminal hydrolase 31	57478	Cerebellum, Uterus, Brain, Uterine endothelium
Q70E73	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	65059	Lymphocyte, Osteosarcoma, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver
Q70EK8	USP53	Inactive ubiquitin carboxyl-terminal hydrolase 53	54532	Fetal kidney, Brain, Brain
Q70EL2	USP45	Ubiquitin carboxyl-terminal hydrolase 45	85015	Skeletal muscle, Bone marrow, Brain cortex, Erythroleukemia
Q70SY1	CREB3L2	Cyclic AMP-responsive element-binding protein 3-like protein 2	64764	Lung, Placenta, Tongue, Brain, Skin, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q712K3	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	54926	Carcinoma, Ovary, Testis, Cervix carcinoma
Q71F56	MED13L	Mediator of RNA polymerase II transcription subunit 13-like	23389	Cerebellum, Fetal kidney, Brain, Placenta, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
Q71RC2	LARP4	La-related protein 4	113251	Placenta, Tongue, Bone marrow, Cervix, Colon carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q71UI9	H2AFV	Histone H2A.V	94239	Brain, Kidney, Ovarian adenocarcinoma, Prostatic carcinoma, Skin, Uterus
Q76I76	SSH2	Protein phosphatase Slingshot homolog 2	85464	Brain, Lung, Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q76L83	ASXL2	Putative Polycomb group protein ASXL2	55252	Bone marrow, Brain, Testis, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q76N32	CEP68	Centrosomal protein of 68 kDa	23177	Brain, Lymph, Lymphoblast, Cervix carcinoma, Erythroleukemia
Q7KYR7	BTN2A1	Butyrophilin subfamily 2 member A1	11120	Colon endothelium, Placenta, Brain, Lymph, Leukemic T-cell
Q7KZN9	COX15	Cytochrome c oxidase assembly protein COX15 homolog	1355	Placenta, Endometrial tumor, Muscle, Skin
Q7L014	DDX46	Probable ATP-dependent RNA helicase DDX46	9879	Pituitary tumor, Brain, Eye, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q7L0Q8	RHOU	Rho-related GTP-binding protein RhoU	58480	Hippocampus, Brain, Brain
Q7L0R7	RNF44	RING finger protein 44	22838	Brain, Testis, Placenta, Uterus, Testis
Q7L1Q6	BZW1	Basic leucine zipper and W2 domain-containing protein 1	9689	Bone marrow, Brain, Synovium, Brain, Eye, Fetal brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Liver
Q7L1V2	MON1B	Vacuolar fusion protein MON1 homolog B	22879	Lung, Brain, Urinary bladder, Eye, Cervix carcinoma, Erythroleukemia
Q7L1W4	LRRC8D	Volume-regulated anion channel subunit LRRC8D	55144	Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma
Q7L211	ABHD13	Protein ABHD13	84945	Hippocampus, Placenta, Placenta, Brain
Q7L273	KCTD9	BTB/POZ domain-containing protein KCTD9	54793	Testis, Uterus, Colon, Erythroleukemia
Q7L2R6	ZNF765	Zinc finger protein 765	91661	Cerebellum, Placenta, Lymph
Q7L2Z9	CENPQ	Centromere protein Q	55166	Stomach, Teratocarcinoma, Uterus, Cervix carcinoma, Cervix carcinoma
Q7L3B6	CDC37L1	Hsp90 co-chaperone Cdc37-like 1	55664	Signet-ring cell carcinoma, Lung, Cervix carcinoma, Leukemic T-cell, Erythroleukemia, Liver
Q7L523	RRAGA	Ras-related GTP-binding protein A	10670	Fetal brain, Brain cortex, Brain, Ovary, Erythroleukemia
Q7L622	G2E3	G2/M phase-specific E3 ubiquitin-protein ligase	55632	Brain, Hepatoma, Teratocarcinoma, Placenta
Q7L775	EPM2AIP1	EPM2A-interacting protein 1	9852	Fetal brain, Brain, Placenta, Cervix carcinoma
Q7L7X3	TAOK1	Serine/threonine-protein kinase TAO1	57551	Brain, Placenta, Brain, Cervix carcinoma, Platelet, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q7L804	RAB11FIP2	Rab11 family-interacting protein 2	22841	Brain, Brain, Cervix carcinoma, Erythroleukemia
Q7L8W6	DPH6	Diphthine--ammonia ligase	89978	Thalamus, Uterus, Bone marrow, Skin
Q7L945	ZNF627	Zinc finger protein 627	199692	Teratocarcinoma, Ovary, Uterus
Q7L9L4	MOB1B	MOB kinase activator 1B	92597	Brain, Brain
Q7LBC6	KDM3B	Lysine-specific demethylase 3B	51780	Bone marrow, Brain, Brain, Eye, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q7LFX5	CHST15	Carbohydrate sulfotransferase 15	51363	Pre-B cell, Brain, Brain, Blood, Duodenum, Lung, Cervix carcinoma
Q7LG56	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	50484	Placenta, Trachea, Amygdala, Brain, Eye
Q7RTP0	NIPA1	Magnesium transporter NIPA1	123606	Brain, Amygdala, Spinal cord
Q7RTV3	ZNF367	Zinc finger protein 367	195828	Fetal liver, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q7RTX9	SLC16A14	Monocarboxylate transporter 14	151473	Brain, Brain cortex, Trachea, Brain, Lung
Q7Z2E3	APTX	Aprataxin	54840	Hypothalamus, Kidney, Lung adenocarcinoma, Lymphoma, Melanoma, Muscle, Retinoblastoma, Skin, Testis, Colon, Endometrium, Brain, Lung, Lymph, Brain, Liver
Q7Z2H8	SLC36A1	Proton-coupled amino acid transporter 1	206358	Intestine, Endometrial tumor, Testis, Testis, Placenta
Q7Z2J4	RPS6KA3	RPS6KA3 protein	-	
Q7Z2W4	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	56829	Fetal liver, Kidney, Ovarian carcinoma, Endometrium, Brain, Uterus, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Platelet, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q7Z2W7	TRPM8	Transient receptor potential cation channel subfamily M member 8	79054	Prostate, Prostate, Prostate cancer, Prostate cancer, Skin
Q7Z340	ZNF551	Zinc finger protein 551	90233	Placenta, Tongue, Testis, Muscle, Lymphoid tissue, Erythroleukemia
Q7Z353	HDX	Highly divergent homeobox	139324	Brain, Hippocampus, Colon endothelium, Heart, Lung, Lung carcinoma
Q7Z388	DPY19L4	Probable C-mannosyltransferase DPY19L4	286148	Tongue, Colon endothelium, Uterus, Eye
Q7Z3B3	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	Brain, Teratocarcinoma, Fetal kidney, Mammary cancer, Testis, Leukocyte, PNS, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q7Z3B4	NUP54	Nucleoporin p54	53371	Pituitary, Teratocarcinoma, Endometrial tumor
Q7Z3D4	LYSMD3	LysM and putative peptidoglycan-binding domain-containing protein 3	116068	Mammary cancer, Retina, Testis, Kidney, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
